stars,comment
5.0 out of 5 stars,"









  
  
    
  Razer DeathAdder v2 Gaming Mouse: 20K DPI Optical Sensor - Fastest Gaming Mouse Switch - Chroma RGB Lighting - 8 Programable buttonsThis new version of the Deathadder looks almost Identical to the previous version, what's new is nearly everything you don't see. The only real visible difference is the new Speedflex cable and a slight tweak to the profile on the right side of the mouse. They reduced the aggressive flared right side which I think has improved the mouse's comfort. As for what you don't see, the mouse is now 82 grams which is way lighter than the previous version. The Deatadder V2 also uses the new Razer Focus 20k optical sensor for precision movements. I never really like the Razer software and felt like Razer's Synapse software was such a resource hog. A cool thing about the Deathadder V2 is that it has onboard memory. Now you can install the app. Program all of your mouse and RGB settings for each game. Uninstall Synapse and the mouse remembers all of your settings. The buttons all feel solid and purposeful with zero free movement or rattling. Such a great improvement to an iconic mouse.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought it but it wasn't really any better than other mouses. I tried and switched back to my old one.And yet a great product, good quality.

  
"
4.0 out of 5 stars,"









  
  
    
  Great

  
"
3.0 out of 5 stars,"









  
  
    
  I really love this mouse.

  
"
5.0 out of 5 stars,"









  
  
    
  It's a pretty great product for gamers. I had to spend some time learning the ergonomic feel, but once I did, it made the experience great.

  
"
5.0 out of 5 stars,"









  
  
    
  It has amazing quality, a really great gaming mouse for its price. I would recommend this to anybody. Love it it’s great

  
"
2.0 out of 5 stars,"









  
  
    
  Only lasted a year, started having tracking issues quickly. Rubber sides came off in months.

  
"
5.0 out of 5 stars,"









  
  
    
  Pretty amazing for a mouse.  Great response time.  Recommend using it with the Razer Goliathus Mobile mouse pad.

  
"
5.0 out of 5 stars,"









  
  
    
  It is very nice considering it's grip, scroll wheel, and shape is comfortable. It is fast and also you can change the speed of the mouse with the button on top.

  
"
5.0 out of 5 stars,"









  
  
    
  Great mouse. Comfortable, stylish, responsive.

  
"
4.0 out of 5 stars,"









  
  
    
  Good quality mouse but a little bit pricey

  
"
5.0 out of 5 stars,"









  
  
    
  I still like this mouse don't know why it has been reviews.only thing is the software could be more user friendly.good mouse!

  
"
5.0 out of 5 stars,"









  
  
    
  This is a amazing mouse for the price, especially if your on a budget gaming setup. It fits your hand perfectly with its design, and the cord is very sturdy and flexible so it won’t bend.

  
"
5.0 out of 5 stars,"









  
  
    
  Replaced my old Logitech gaming mouse I found at a yard sale years ago. Great bang for the buck. Back in the day spent twice as much on a mouse. This does everything I need it too. Y u need expensive mouse? Get this one!

  
"
5.0 out of 5 stars,"









  
  
    
  I love the feel, size, and app for customizingThe quality of plastic seems cheap and I'm scared it's gonna break is only issue. Quality of cord could of been better

  
"
5.0 out of 5 stars,"









  
  
    
  For the price this is a rock solid buy for gaming. I prefer the razor naga BUT it is so expensive I have reverted to this as my go to buy. Feels great in the hand and has 2 programmable buttons on the side.

  
"
5.0 out of 5 stars,"









  
  
    
  One of the best gaming mouses i have used. And the price is very fair. I will definitely be buying more of these for future replacements! Excellent quality and product. Exceeds everything I can ask for, for a gaming mouse.

  
"
5.0 out of 5 stars,"









  
  
    
  I use for my high end pc set up, best mouse I’ve used. Very comfortable and tracks super well. The sensitivity change buttons are what’s nice, as you can change it from very slow to very fast for different games or web browsing. Fits average sized hands not uncomfortable for extended periods. Would recommend!

  
"
5.0 out of 5 stars,"









  
  
    
  Great mouse for gaming and casual purposes.

  
"
5.0 out of 5 stars,"









  
  
    
  Fantastic price for the quality, not the best quality with plastic and lightweight but definitely a great starter mouse for gaming.

  
"
5.0 out of 5 stars,"









  
  
    
  I ordered this mouse for work and the quality and feel of it might have me replace my gaming mouse at home with this. Razer's app offers tons of customization and it maxes at 16k DPI I prefer 2-3k but to each their own. Would buy again

  
"
4.0 out of 5 stars,"









  
  
    
  I don’t know

  
"
5.0 out of 5 stars,"









  
  
    
  Looks great preforms great

  
"
5.0 out of 5 stars,"









  
  
    
  Son loves the mouse. Used it on his Xbox 1

  
"
5.0 out of 5 stars,"









  
  
    
  Beautiful mouse! Love it

  
"
5.0 out of 5 stars,"









  
  
    
  My previous mouse was kinda crappy, so I decided it was time for an upgrade. After some research I decided on this, works great! The cord is kinda annoying but that was kinda inevitable.

  
"
4.0 out of 5 stars,"









  
  
    
  A little bit too big for my hands I'm 5'6 but this works great

  
"
5.0 out of 5 stars,"









  
  
    
  It flows very well. Fits well in my son hand as well as mine.

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing quality and super easy to set up

  
"
5.0 out of 5 stars,"









  
  
    
  Turn mouse dpi up to 16k for ultimate gaming experience

  
"
5.0 out of 5 stars,"









  
  
    
  Pretty ergonomic. Good feel

  
"
5.0 out of 5 stars,"









  
  
    
  Great new model. No issues yet, but I am on the watch for problems with the middle mouse that I experienced with the previous model.

  
"
5.0 out of 5 stars,"









  
  
    
  It’s nice and light and has good mouse clicks.

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing mouse

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  The ergonomics for this mouse is great

  
"
5.0 out of 5 stars,"









  
  
    
  Love it , feels amazing

  
"
5.0 out of 5 stars,"









  
  
    
  Around 10 years ago, if not a few years less, someone surprised me with this mouse after I had been using a wireless one for gaming.  After years and years of daily, almost nonstop use, this mouse has still been going strong.  If and when this mouse dies, I don't care if there is an upgraded, better version, I am still buying this purely for how reliable it is.  I'm amazed.

  
"
5.0 out of 5 stars,"









  
  
    
  It is my first RAZER product, that's why I'm typing it.(+)Perfect size(not too big, not too small)Two times quieter clicking than the previous one(Microsoft)Good quality of materials.(-)Didn't find yet.

  
"
5.0 out of 5 stars,"









  
  
    
  The best thing ever possible for the price tho😳😳 I love this and so happy with it

  
"
1.0 out of 5 stars,"









  
  
    
  I had the previous version and it was able to retain its color settings across reboot and even once the software was uninstalled. The new versions requires a bloated spyware called synapse with 3 different services takes resources at all time so this mouse retain it’s color!!! never buying razor stuff again and you shouldn’t either. Total garbage!!

  
"
1.0 out of 5 stars,"









  
  
    
  I suppose this is on me, but it never occurred to me in 2020 that a hugely popular peripheral wouldn't support OSX. Apple is only a trillion dollar company. How many Apple computers are there in the wild? So, if you're using a Mac the Razer software doesn't see the mouse. You can use it to right and left click but you can't program any of the buttons and the side buttons won't let you page back and forward on web pages. I wasted $100 on this trash. Don't be like me :D

  
"
1.0 out of 5 stars,"









  
  
    
  Had a Razer DeathAdder before and it lasted quite a long time before the glue on the rubber thumb and pinky spots let go and the pieces came loose. Bought this one to replace it and generally the feel is much better than previous ones the rubber pieces look like they have been improved upon and have a better integration that I suspect will last much longer, however I have found that the mouse will sometimes not click, or when I click and hold it will sometimes stop the input for a fraction of a second and then continue, this can be very frustrating when you're playing a shooter and the mouse ceases to function.Overall the feel of the mouse is very nice however in the long run I wouldn't recommend it as the clicking issue is pretty bad and really frequent... :(

  
"
4.0 out of 5 stars,"









  
  
    
  I bought the Deathadder essential for use with school and productivity with some very occasional gaming. I knew that I really liked the shape and comfort from back in my gaming days so I figured it would be a good mouse for use with my Macbook too. Being the essential model means that it doesn't have the RGB lights (White light on the white mouse). The essential model also doesn't feature the on the fly dpi buttons (I never used them anyways on my old Elite model) or the rubberized side grips, just textured plastic on the sides which in my opinion isn't really that much of a downgrade. It also features a 6400dpi sensor as opposed to the 16,000dpi sensor on the higher models, which is not something that I have noticed or really care about. The cheapest version of the deathadder was the right buy for me and could very well could be for you. Bonus points for the less gamery white design with white LED's.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought during sale for 2.8k as my previous death adder 2013 was double registering left click(after 3 years)...Mat finish gives much better comfort and totally in love with the scroll button wheel(different from chroma)Had to disable the 2 dpi switching buttons, as you need to open Razer synapse again to revert back to required dpi.. heavily annoying if clicked by mistake during game, but just one time effort to disable.. still they are very good to have as you can bind them any action..

  
"
1.0 out of 5 stars,"









  
  
    
  I was looking forward to using this mouse as I had heard a number of favorable reviews. I can't express how disappointed I was by this product...I thought my hands were relatively big but I have no idea who this is made for because the mouse was HUGE...i normally use a palm style grip and found this mouse awkward to use and the forward side button not as accessible as I had hoped. On top of that the scroll wheel worked maybe one time in every forty which made it useless for navigating webpages. It is possible that there might have been a workaround,  as it felt more like a software issue than the hardware itself, but after 2 hours of playing around this mouse, it ended back in the box and returned to the warehouse...Looks like I'm going to go with Logitech instead.

  
"
5.0 out of 5 stars,"









  
  
    
  Not ideal for people with small or average hands the grip is uncomfortable as the shape of the mouse is really weirdly designed. It could be just not a good fit for me but well for others but I find it just a bit too bulky to grip. I don't have super small hands I'm 5'9 and can almost palm a basketball with one hand.

  
"
5.0 out of 5 stars,"









  
  
    
  I have been using this month for over a month now, and it works very well! It is very comfortable in the hand, and I can use it for long periods of time with no problems whatsoever. It also seems sturdy and robust, while also being precise and smooth with the on screen clicks and movements. The changing colors are a nice addition! I definitely recommend this mouse!

  
"
5.0 out of 5 stars,"









  
  
    
  I bought it to replace my failing 2007 Deathadder. Using Razer Synapse the mouse gets it's driver taken care of automatically and is as easily customizable as the Blackwidow chroma v2 I already owned which made it really easy for me to setup right after unboxing and plugging it. I really like the addition of the two top button and the rubber side grip is very comfy. The chroma lighting is just a topping since you can't do much with only two buttons being backlit but it's still successfully fulfilling it's purpose of making the mouse appealing. It also feels lighter and more ergonomic than my old Deathadder and the braided cable is another nice little touch. Overall a very good upgrade from a standard/classic Deathadder.

  
"
3.0 out of 5 stars,"









  
  
    
  Used to like Razer, but no longer. They don't have support for Mac users... new Synapse 3 program is Windows only. But Synapse 2 doesn't detect anything, therefore I'm stuck with a $100 mouse that basically acts like a standard $15 USB mouse. Actually, it's worse because I can't even adjust the settings on Mac OS at all.Also - I've had quite a few of these mice and they all encounter the same problem. Scroll wheel gets dirty and gets jumpy within a year or so. All it needs is a good cleaning, but the design prevents this completely. The only way to take it apart and clean basically requires you to break it in the process. So after a year or so it's basically pooched.I will no longer buy Razer products.

  
"
2.0 out of 5 stars,"









  
  
    
  This is my third Razer mouse.  I have an original Naga, which finally died completely after having the infamous double-click for the last couple years (it was my backup).  The Naga Epic, which also has the double-click plague AND its optical sensor randomly cuts in and out now, which prompted me to buy this, the Deathadder V2.I figured with their fancy new optical switches, maybe the quality would have improved...  mouse button 5 is dead after less than 24 hours.  This is the last piece of Razer gear I'll ever buy.  I played MMOs for the most part, so the Naga was a necessity for me.  Well, I don't play MMOs anymore so I won't be using Razer's garbage.  Good riddance.

  
"
2.0 out of 5 stars,"









  
  
    
  The problems this mouse will develop in just a few months after purchase does not make it worth the price.Cons:- Most death adders will develop issues within several months making them inoperableFor me, the right-click no longer works properly (not registering several clicks)Pros:- Ergonomic- Smooth (when it works)

  
"
5.0 out of 5 stars,"









  
  
    
  I used to have an entry-level razer mouse, which is really lovely and useful. I cannot resist buying another one when it has boxing day deal. It is amazing colorful when it is on. And it is perfect for my daughter to play games on her laptop.

  
"
4.0 out of 5 stars,"









  
  
    
  Solid mouse especially when on sale. Got it for 30 and use it for work. Would definitely NOT recommend this if you have small hands or if you use a fingertip style grip. It’s a larger mouse and really is set up for palm or claw grip. With only 2 programable buttons on the thumb side it might not be enough for some gamers.

  
"
3.0 out of 5 stars,"









  
    
  Attention a bien regarder si les cable est assez long pour vous. Le cable pour connecter la souris a l'ordinateur et vraiment court. Il ne fait meme pas la moitié de la longueur de mon ancienne G403 de Logitech. Voila pourquoi je mets seulement 3 etoiles. Sinon le reste est correct.

  
  
"
5.0 out of 5 stars,"









  
  
    
  I've been using this mouse for about 1 month now. Everything about it is great so far, it is ergonomically good and feels comfortable to use for long gaming sessions and is really easy to move about as the wire doesn't even feel like it is there. The addition of RGB is also very nice and I think compliments the mouse very well overall considering Razer's aesthetic but it makes it easy to blend in with the setup you have in mind. Great mouse.

  
"
5.0 out of 5 stars,"









  
  
    
  I've gone through three mice in the past; that would skip across the screen. You could imagine that in an FPS game how this would be a problem. So far haven't seen a reason to dislike this mouse. No DPI clutch, which honestly I prefer, you can set that in a program that you could or could not download for the device. I thought at first download an app for one device was silly, but having the ability to change anything about the mouse is actual a nice touch.

  
"
1.0 out of 5 stars,"









  
  
    
  they are designed in such a way that the left click button has to break after a month of use, thereby beginning the hunt for a new mouse. just buy cheaper ones

  
"
5.0 out of 5 stars,"









  
  
    
  i haven’t had any issues with the mouse yet and think it’s great quality for the price i got it for (around 30). i wanted a pink mouse but couldn’t find anything i liked within budget so this was a perfect alternative because the white is really nice!

  
"
2.0 out of 5 stars,"









  
  
    
  First of all the mouse itself is amazing. Fits my hand perfectly and very good all around.The razer synapse drivers are terrible. They have been causing system crashes roughly 30 mins into gaming, every 2 weeks (after I uninstall nd re-install them). I ran driver verifier and it determined violation on: RzDev_007c.sys .... That's razers software!!They need to fix their software because right now they are essentially recommending you to install malware onto your system to control the options on the mouse. Terrible software on Razers part, please fix it.

  
"
